channel_slug: vendor-tiktok
captured_at: 2026-05-06
captured_by: claude-code-subagent

# Evidence entries
# Format:
#   ID | type | vendor_slug_or_NA | url | accessed_iso | quote_or_observation | confidence (high/med/low)

E-VTT-008 | vendor_website_footer | core-peptides | https://corepeptides.com/ | 2026-05-06 | Verbatim WebFetch finding: "I found no TikTok links or other social media links in the provided webpage content. The footer and header sections contain no social media icons or URLs." Site disclaimers (verbatim): "All products are sold for research, laboratory, or analytical purposes only, and are not for human consumption." / "Human/Animal Consumption Prohibited. Laboratory/In-Vitro Experimental Use Only." Self-classification: "a chemical supplier" — neither "a compounding pharmacy or chemical compounding facility" nor an "outsourcing facility." Same posture as Biotech Peptides — no social. | high

E-VTT-009 | vendor_website_footer | limitless-life-nootropics | https://www.limitlesslifenootropics.com/ | 2026-05-06 | Verbatim WebFetch finding: "I found no TikTok links or other social media URLs in the provided webpage content. The page contains no footer social icons, header social links, or embedded social media references." Site research-only language (verbatim): "All content provided on this website, including product information and articles, is intended exclusively [for research purposes]." A separate WebSearch result snippet asserts "The company has accounts on Instagram, Facebook, X/Twitter and TikTok" — but the homepage footer does NOT corroborate this and no specific handle was discoverable, so the assertion is rated low-confidence. | med

E-VTT-010 | vendor_website_blocked | swiss-chems | https://swisschems.is/ | 2026-05-06 | Vendor website fetch returned 403 Forbidden (anti-bot). Footer not independently verifiable. WebSearch returns the candidate handle "@SwissChems-official" without an independently confirmable spelling; Instagram cross-platform handle is @swisschemsofficial (https://www.instagram.com/swisschemsofficial/). TikTok hashtag https://www.tiktok.com/tag/swisschems exists. Direct fetch of https://www.tiktok.com/@swisschems blocked (returned only "TikTok - Make Your Day"). | med

E-VTT-011 | vendor_website_blocked | pure-rawz | https://purerawz.co/ | 2026-05-06 | WebFetch returned 403 Forbidden. Cannot independently verify whether the vendor's footer links to TikTok. The handle @purerawz is indexed by Google search at https://www.tiktok.com/@purerawz; Google also indexes Instagram cross-handle @official_purerawz. | med

E-VTT-012 | vendor_website_blocked | amino-asylum | https://aminoasylumllc.com/ | 2026-05-06 | WebFetch returned bot-verification screen ("Verifying that you are not a robot..."). Footer not independently verifiable. Per multiple secondary sources, Amino Asylum's warehouse was raided by FDA on or around June 18, 2025; "the website went offline, payment processing was terminated, and all pending orders were frozen. The site went dark overnight with no warning to customers." | high

E-VTT-013 | vendor_website_blocked | domestic-supply | https://domesticsupply.is/ | 2026-05-06 | Direct fetch returned ECONNREFUSED (network rejection). WebSearch for "Domestic Supply tiktok @domesticsupply peptides" returned literally NO matching links — exceptionally rare for a working consumer brand. Brand has zero detectable TikTok footprint. Posture consistent with grey-market underground-lab (UGL) anti-attribution operating model. | high

E-VTT-014 | vendor_website_blocked | peptide-sciences | https://www.peptidesciences.com/ | 2026-05-06 | WebFetch returned 403 Forbidden. Footer not independently verifiable. Brand voluntarily shut down March 6, 2026 (multiple secondary sources). Per WebSearch synthesis: "social media activity from the brand has ceased." | high

E-VTT-015 | tiktok_profile_blocked | pure-rawz | https://www.tiktok.com/@purerawz | 2026-05-06 | Direct WebFetch returned only generic page title "TikTok - Make Your Day" — TikTok aggressively blocks bot fetches of profile pages. WebSearch indexes the URL as the first-result match for `"@purerawz" tiktok account followers`, with answer-extraction snippet stating: "PureRawz (@purerawz) has 135 followers on TikTok. The account describes itself as 'The World's #1 SARMs Research Compound Supplier' with a link to purerawz.co." Total likes per same source: 749. | med

E-VTT-016 | tiktok_profile_blocked | behemoth-labz | https://www.tiktok.com/@behemothlabzofficial | 2026-05-06 | Direct WebFetch blocked (only "TikTok - Make Your Day" returned). Handle confirmed via vendor's own footer (E-VTT-006). Cross-platform follower context: Instagram @behemoth_labz_official has 92 followers, Facebook official page @behemothlabzofficial has 118 followers, Facebook @mybehemothlabz has 1.4K. TikTok follower count itself NOT extractable. Affiliate code on TikTok: "INSIDE10" (10% off). | med

E-VTT-017 | tiktok_profile_blocked | peptide-sciences | https://www.tiktok.com/@peptidesciences | 2026-05-06 | Direct WebFetch returned only "TikTok - Make Your Day". WebSearch first-result link is https://www.tiktok.com/@peptidesciences with title "Peptide Sciences (@peptidesciences)". Cannot confirm whether handle ever functioned as a true vendor account or remains as a placeholder; brand wound down March 6, 2026. | low

E-VTT-018 | tiktok_profile_collision | peptide-guys | https://www.tiktok.com/@thepeptideguy1 | 2026-05-06 | "Peptide Guys" brand has high collision noise on TikTok. The most prominent "Peptide Guy" handle (@thepeptideguy1) belongs to Peter Rivera ("Pete the Peptide Guy") — a separate individual creator with no confirmed vendor affiliation. WebSearch returns no vendor-owned brand handle for the Peptide Guys e-commerce site. | high

E-VTT-019 | absence_finding | peptide-guys | https://peptideguys.com/ | 2026-05-06 | Vendor website fetch returned empty body ("no web page content was provided"). No vendor-owned TikTok handle discoverable via WebSearch. If a handle exists, it is not surfaced through standard search and is not linked from the website. | high

E-VTT-020 | tiktok_hashtag_blocked | NA | https://www.tiktok.com/tag/looksmaxxing | 2026-05-06 | Direct fetch blocked. Per cross-references at en.wikipedia.org and rawdog blog: "#looksmaxxing hashtag on TikTok now has billions of views, and #clavicular alone has over 15 million posts." The looksmaxxing community and the research-peptide community heavily overlap (Retatrutide, BPC-157, Melanotan II commonly featured). | med

E-VTT-021 | tiktok_hashtag_blocked | NA | https://www.tiktok.com/tag/peptide | 2026-05-06 | Direct fetch returned only "TikTok - Make Your Day". Per Time/eMarketer secondary reports: "In early April [2025], 'peptide therapy' grew in year-over-year popularity by 281% on Google, 459% on TikTok and 412% on Instagram." Hashtag activity is extremely high but driven by influencers/educators, not by vendor-owned accounts. | med

E-VTT-022 | hashtag_taxonomy | NA | https://en.wikipedia.org/wiki/Looksmaxxing | 2026-05-06 | Verbatim hashtag/term taxonomy confirmed on Wikipedia: "Looksmaxxing", "Softmaxxing" (non-invasive), "Hardmaxxing" (extreme/surgical/substance), "Mogging", "Mewing", "NoFap", "Y-pilled". Verbatim from Wikipedia: "Hardmaxxing includes off-label or unauthorized use of substances such as anabolic steroids, peptides, human growth hormone, aromatase inhibitors, weight loss medications". Verbatim hashtag count claim: "looksmaxxing has been viewed billions of times on TikTok" (paraphrased from search snippet, original LADbible article). The term "jestermaxxing" appears in operator-supplied vocabulary but is NOT confirmed in Wikipedia or the surfaced LADbible/Pedestrian/Inc/Manofmany articles — NOT independently verified as a TikTok-active hashtag. | med

E-VTT-023 | clavicular | NA | https://en.wikipedia.org/wiki/Clavicular_(influencer) | 2026-05-06 | Verbatim Wikipedia: "Handle: @kingclavicular. Followers: 929.8 thousand (as of April 30, 2026)." Promotes peptide use including injection demonstrations: "Peters injected his then 17-year-old girlfriend with 'fat-dissolving peptides to reshape her jaw' in November 2025, and later 'injected influencer Jenny Popach with Aqualyx, a fat-dissolving acid.'" Monetization: "Clavicular's Clan" course, $50/month, "provides guides on how to 'ascend' and on suggested peptides to inject." Account moderation history: "YouTube terminated Peters' original channel in November 2025 and 'permanently terminated these accounts in April 2026, citing a violation of its terms of service regarding ban evasion.'" — Wikipedia article does NOT mention TikTok suspensions for him as of last update. | high

E-VTT-024 | influencer_proxy | NA | https://peptideslooksmaxxing.com/ | 2026-05-06 | Independent vendor "Peptides Looksmaxxing" (PEPTIDES LMX) builds product line "Clav's Stack" branded around Clavicular's alleged regimen. Carries 200+ compounds including Retatrutide, Tirzepatide, Semaglutide, BPC-157, TB-500, GHK-Cu, Melanotan II, CJC-1295, Ipamorelin, IGF-1 LR3, Epithalon, SNAP-8. Marketing: ">98%" purity, "HPLC Verified", Certificate of Analysis with every order, "$200+" free shipping, "For laboratory research use only" disclaimer. Affiliate arrangement disclosed. Demonstrates the vendor-side response to TikTok influencer dominance: spin up dedicated brand-extension SKUs ("Clav's Stack") tagged to specific personalities. | high

E-VTT-025 | discount_code_economy | NA | https://peptidecritic.com/coupon-codes | 2026-05-06 | Per WebSearch synthesis (direct fetch blocked 403), the affiliate-code economy on peptide TikTok is mapped: "ANABOLIC20" (Amino Asylum, 20% off), "swole" (PureRawz, 15% off), "SAM10" / "colby1" / "nattyplus" / "PLUS" (SwissChems variants), "BioHackedBo" (Limitless Life Nootropics, 15% off), "HOLLYMIL" (Simple Peptide / Alpha Omega Peptide, 15%), "LAURA10" (Advanced Research Peptides, 10%), "Finch10" (HyteResearch, 10%), "INSIDE10" (Behemoth Labz, 10%). | med

E-VTT-026 | influencer_video_caption | NA | https://www.tiktok.com/@relentless_attitude/video/7243995427601763630 | 2026-05-06 | Verbatim caption (per WebSearch indexing): "PureRawz Kraken | Most Potent SARMS Mass Stack! @PureRawz code: swole for 15% off #bodybuilding #muscle #musclegrowth #musclegain #musclegaintips #musclegains" — example of how PureRawz (a vendor with only 135 owned followers) propagates through influencer captions tagging the official account and using the discount code. Hashtags observed verbatim: #bodybuilding, #muscle, #musclegrowth, #musclegain, #musclegaintips, #musclegains. Notably absent from this specific caption: any of the looksmaxxing-coded hashtags (#looksmaxxing, #mogging, #mewing). | med

E-VTT-027 | influencer_video | NA | https://www.tiktok.com/@tactical.physique/video/7517007001541446942 | 2026-05-06 | Direct fetch blocked. URL surfaces as result for "Amino Asylum FDA raid" search; video title (per Google indexing): "Amino Asylum Shut Down by the FDA: Key Details". Demonstrates the role of "education/review" creators who report vendor events to the community — these creators are NOT vendor-owned but are acquisition-channel-relevant because they continuously sustain vendor brand awareness on the platform even after vendor websites go dark. | med

E-VTT-028 | influencer_quote | NA | https://www.keranews.org/2026-02-23/influencers-are-promoting-peptides-for-better-health-what-does-the-science-say | 2026-05-06 | Verbatim NPR/KERA reporting on TikToker Noah Jay: video about BPC-157, on-camera quote "I absolutely love this stuff!" Verbatim about monetization: "his profile links to a discount code for an online retailer" though "NPR did not receive confirmation about direct income from peptide sales." Demonstrates the creator-funnel model: personal brand owns the audience, links/codes route to vendor. | high

E-VTT-029 | influencer_quote | NA | https://www.ladbible.com/news/health/looksmaxxers-using-sketchy-peptides-influencers-worrying-side-effects-917854-20260315 | 2026-05-06 | Verbatim quote from UK fitness TikToker Tom Holbrook (@tom_t4fitness): "I've probably taken 15 different ones over the past year. I don't know the long-term effects" — on peptide use, particularly MT-2/melanotan. Confirms looksmaxxing-coded TikTok creators are publicly self-reporting peptide stacking. Article specifically references "looksmaxxing", "softmaxxing", "hardmaxxing" terms as the cultural frame. | high

E-VTT-030 | suspension_pattern | NA | https://www.chinatalk.media/p/chinese-peptides | 2026-05-06 | Verbatim ChinaTalk reporting on Chinese peptide manufacturers' US sales channels: "accounts easily get banned" when advertising peptides on TikTok. Suspension/reincarnation is structurally embedded in the channel — vendors and influencers expect to lose accounts and rebuild. This is consistent with the operator brief's "suspension/reincarnation" framing and confirms the channel is not stable for brand-account audience-building. | high

E-VTT-031 | tiktok_account_relevance | NA | https://www.cnn.com/2025/11/15/health/peptides-unregulated-influencers | 2026-05-06 | CNN coverage (Nov 15, 2025): "many influencers are promoting the products while also telling their audience where they can allegedly buy them 'safely.' Many of these influencers are affiliated with the online retailers selling unauthorized peptides, often with affiliate codes that put money in the influencers' pockets." The dominant TikTok acquisition pattern for research peptides is THIRD-PARTY influencer affiliation, not vendor-owned account ownership. | high

E-VTT-032 | regulatory_context | NA | https://peptidelaws.com/news/why-did-peptide-sciences-shut-down-fda-pressure-timeline | 2026-05-06 | Per peptidelaws.com timeline: "By December 2024, the FDA had issued warning letters to four peptide vendors directly: Prime Peptides, Xcel Peptides, SwissChems, and Summit Research." SwissChems is the only anchor vendor named with a direct FDA warning letter — this materially raises TikTok account suspension risk for any SwissChems-owned handle (if @SwissChems-official exists, it sits on top of explicit FDA-flagged enforcement). | high

E-VTT-033 | regulatory_context | amino-asylum | https://roidly.com/2026/03/15/amino-asylum-alternative/ | 2026-05-06 | Amino Asylum FDA raid date (per multiple secondary aggregations): "on or around June 18, 2025, federal authorities raided Amino Asylum's warehouse." Pre-raid scale: "an estimated 400,000+ monthly website visitors and was one of the top five most-searched peptide vendors in the United States." Reasons (paraphrased): "ignored warning letters, marketing products for human consumption, and selling prescription-only medications." Contextualizes why even a successful vendor TikTok account would be unstable — the brand entity itself can be dissolved overnight. | high

E-VTT-034 | regulatory_context | peptide-sciences | https://muscleandbrawn.com/blog/peptide-sciences-shut-down/ | 2026-05-06 | Peptide Sciences shutdown date confirmed: "On March 6, 2026, at approximately 2:00 PM Eastern, Peptide Sciences — a U.S.-based supplier that had operated for over a decade — went dark. The company posted a brief notice on its website stating that it had 'made the decision to voluntarily shut down operations and discontinue the sale of our research products.'" Pre-shutdown revenue (per Grips Intelligence): "$7.4 million in online sales in December 2025 alone." Demonstrates that even a $7M-MRR vendor's social presence (including any TikTok account) can vaporize without warning. | high

E-VTT-035 | tiktok_search_zero_results | domestic-supply | (WebSearch query) | 2026-05-06 | WebSearch query "Domestic Supply peptides social media tiktok instagram" returned LITERALLY no results matching the brand. This is anomalous for a working consumer brand — even most-private vendors generate at least one Discover-page noise hit. Pattern is consistent with grey-market UGL operators that intentionally minimize discoverability. | high

E-VTT-036 | search_synthesis | limitless-life-nootropics | (WebSearch query) | 2026-05-06 | WebSearch result snippet asserts: "The company has accounts on Instagram, Facebook, X/Twitter and TikTok." This claim was NOT independently corroborated by the vendor's own homepage footer (E-VTT-009) and no specific handle was reachable. Treated as low-confidence. The TikTok activity around the brand is dominated by Discover pages (limitless-life-nootropics-peptide, -peptide-review, -tirzepitide, -5-amino-1mq) seeded by influencers/reviewers, not by an owned brand account. | low

E-VTT-037 | google_searches_for_vendor_handles | NA | (multiple WebSearch queries) | 2026-05-06 | Across 25+ targeted WebSearch queries for vendor-owned TikTok handles (including site:tiktok.com queries for each anchor), only TWO vendor-owned candidate handles surfaced with ANY independent corroboration: @purerawz (135 followers, "World's #1 SARMs Research Compound Supplier" bio per indexed search snippet) and @behemothlabzofficial (linked from vendor footer; follower count not extractable). All other anchor vendors either (a) have no discoverable handle, (b) have handles only mentioned in unsourced search-result snippets, or (c) are referenced via shop.tiktok.com search results that resolve to UNRELATED beauty/cosmetic peptide brands. | high

E-VTT-038 | category_distinction | NA | https://shop.tiktok.com/us/k/* | 2026-05-06 | Across all anchor vendor TikTok Shop searches (peptide-sciences, biotech-peptides, pure-rawz, amino-asylum, core-peptides), the "peptide" SKUs displayed are categorically different from the research-peptide vendor universe. Visible TikTok Shop "peptide" sellers: Rhode Skin (lip products), Biossance, NeoCell (oral collagen), PEScience (sports nutrition), Insane Labz, Optimum Nutrition. These are skincare-peptide and dietary-supplement-peptide categories — orthogonal to research peptides (BPC-157, TB-500, GHK-Cu, retatrutide, etc.). Confirms a hard structural barrier between vendor universe and TikTok Shop. | high

E-VTT-039 | content_taxonomy | NA | https://www.techbuzz.ai/articles/gray-market-peptides-flood-tiktok-as-pharmacists-warn-of-safety-risks | 2026-05-06 | Verbatim techbuzz.ai (per WebSearch synthesis): "On TikTok, influencers demonstrate how to mix powdered peptides into injectable weight-loss drugs - specifically retatrutide" with "minimal sterilization - just alcohol swabs, syringes, and bacteriostatic water on kitchen counters." Content format taxonomy observed: reconstitution tutorials, mixing/dosing demonstrations, before-after physique transformations, vendor-comparison reviews, FDA-news commentary. None of these formats are typically owned by vendor-brand accounts (TikTok policy would remove vendor accounts demonstrating reconstitution); they are owned by personal-brand influencer accounts. | high

E-VTT-040 | meta_pattern | NA | (synthesis) | 2026-05-06 | Aggregate finding: the dominant vendor-acquisition pattern on TikTok for research peptides is INFLUENCER-PROXIED affiliate selling, NOT vendor-owned brand accounts. Vendor-owned accounts are either nonexistent (Biotech Peptides, Core Peptides, Domestic Supply, Peptide Guys), zero-to-low follower placeholders (Pure Rawz at 135), or confirmed via footer but unmeasurable behind anti-bot (Behemoth Labz @behemothlabzofficial). The discount-code economy (E-VTT-025) is the actual acquisition machinery. Vendors operate the affiliate program; influencers operate the audience. | high

E-VTT-041 | hashtag_observed_vs_expected | NA | https://www.tiktok.com/@relentless_attitude/video/7243995427601763630 | 2026-05-06 | Operator-supplied expected meme-coded hashtag list: looksmaxxing, mogging, mewing, hardmaxxing, jestermaxxing. Actually observed in surfaced creator captions (PureRawz-tagged video by @relentless_attitude): #bodybuilding, #muscle, #musclegrowth, #musclegain, #musclegaintips, #musclegains. Also confirmed in Wikipedia-cross-referenced TikTok content: #looksmaxxing, #mogging, #mewing, #hardmaxxing, #softmaxxing, #clavicular, #ascend. NOT confirmed in any surfaced TikTok caption: #jestermaxxing — this term may be operator-supplied vocabulary that has not yet crystallized as a TikTok hashtag, or simply did not appear in this research session's surfacing. | med

E-VTT-042 | content_format_taxonomy | NA | (synthesis from multiple sources) | 2026-05-06 | TikTok content formats observed in the vendor-adjacent ecology (per multiple WebSearch result aggregation): (a) reconstitution tutorials — how to mix peptide powder + bacteriostatic water; (b) before-after physique/aesthetic transformations (looksmaxxing-coded); (c) vendor comparison reviews ("X vs Y peptide company review"); (d) "is X legit?" trust-evaluation videos; (e) FDA/regulatory news commentary; (f) discount-code promotion videos (often with paid-partnership disclosure absent); (g) injection-on-camera demonstrations (Clavicular pattern); (h) Q&A / educational explainers. NONE of these formats are surfaced as being authored by vendor-owned brand accounts in this research; ALL are influencer-owned. | high

E-VTT-043 | tiktok_growth_trend | NA | (synthesis from time.com search-result snippet) | 2026-05-06 | Time/eMarketer reporting (per WebSearch synthesis): "'peptide therapy' grew in year-over-year popularity by 281% on Google, 459% on TikTok and 412% on Instagram" in early 2025. Demonstrates TikTok is the fastest-growing peptide-discovery surface across the major platforms — but this growth is overwhelmingly driven by INFLUENCER content, not vendor-account growth. | med

E-VTT-044 | reincarnation_pattern | NA | https://www.tiktok.com/discover/amino-asylum-back | 2026-05-06 | The existence of TikTok Discover URL "/amino-asylum-back" suggests organic community discussion of post-shutdown brand reappearance (rebrand). Per WebSearch synthesis, "the FDA did visit the company, but that was due to the dealings of a previous owner, and the company states they will rebrand and sell supplements." Reincarnation is publicly anticipated by the community. Could not directly fetch this Discover page. | low

E-VTT-045 | tiktok_official_account_distinction | NA | https://www.tiktok.com/@behemoth.labz vs https://www.tiktok.com/@behemothlabzofficial | 2026-05-06 | Two separate handles surface in search for the Behemoth Labz brand: @behemoth.labz (search-result indexed) and @behemothlabzofficial (vendor's own footer). Possible explanations: (a) older account sunset / current account migration; (b) one is genuine vendor, one is squatter / fan / parody; (c) regional split. Cannot disambiguate without successful direct fetch of both. The vendor's own footer is the canonical source for @behemothlabzofficial. | med

E-VTT-046 | tiktok_account_observed_low | pure-rawz | https://www.tiktok.com/@purerawz | 2026-05-06 | Quantified observation: PureRawz has 135 TikTok followers (per search-snippet extraction E-VTT-015). For a vendor estimated at hundreds-of-thousands of monthly visitors and active SARMs/peptide commerce, 135 followers is functionally inactive — the vendor is NOT building an organic TikTok audience under its own brand. The acquisition mechanism is the affiliate code "swole" propagated through unaffiliated/loose-affiliated creator accounts (E-VTT-026). | high

E-VTT-047 | researcher_methodology_limitation | NA | NA | 2026-05-06 | Methodology limitation: TikTok aggressively blocks bot fetches at the profile and hashtag level — direct WebFetch of every tiktok.com/@handle and tiktok.com/tag/* URL returned only the generic "TikTok - Make Your Day" title. Web Archive fetches were also blocked ("Claude Code is unable to fetch from web.archive.org"). All TikTok-specific data above is reconstructed from (a) Google indexing of TikTok pages prior to render-time JS, (b) search-result snippet extraction, (c) cross-platform corroboration via vendor footers, (d) third-party industry/press coverage. Direct profile-level metrics (follower counts beyond what Google has indexed, exact bio text, post cadence, video-by-video data) require a real-browser tool such as gstack browse or a TikTok scraping service. | high
